date,rr_25d,bf_25d,atm_iv,term_slope,spot,n_expiries
2026-06-27,2.5208838061901804,0.8449702940343405,0.41752424640626284,0.0,60149.5,1
2026-06-28,1.4604926223933103,0.36921071698805497,0.38714063810668187,0.0,59945.0,1
2026-06-29,1.3500936951147628,0.287390265251,0.40738757968718275,0.0,59455.0,1
2026-06-30,1.894495368806366,0.4170184850152403,0.5398352980327179,0.0,58696.0,1
2026-07-01,2.2936201003532117,0.7415745396410395,0.4064002045527627,0.0,60080.5,1
2026-07-02,0.7419146162006399,-0.1120498976768895,0.5059216867749909,0.0,61722.5,1
2026-07-03,1.9800131795308629,0.50329373917571,0.49390183035857016,0.0,62545.0,1
2026-07-04,2.4873978760428885,0.836796773090746,0.4198576222310757,0.0,62985.5,1
2026-07-05,2.2521841479359677,0.6982117564277774,0.44178740290088725,0.0,63053.0,1
2026-07-06,1.455466041067082,0.2371984849728348,0.5044831984355107,0.0,63049.5,1
2026-07-07,0.7927264925264368,-0.01938597925182811,0.4272380040257035,0.0,62856.5,1
2026-07-08,1.3267424822198792,0.20755622637146287,0.4690115188863371,0.0,62979.5,1
2026-07-09,1.5440033399720414,0.38502240904369633,0.41324652549608953,0.0,63958.5,1
2026-07-10,2.0476733918851613,0.5326174692487282,0.49329143819019294,0.0,64150.5,1
2026-07-11,1.879720809190298,0.5763520385882237,0.3889489105958389,0.0,63871.5,1
2026-07-12,2.088691653728858,0.5805458422501755,0.4771360151804944,0.0,62964.5,1
2026-07-13,1.8259053131824141,0.5035090509274989,0.41625297308430775,0.0,62484.5,1
2026-07-14,0.31855951233721513,-0.22381547467208884,0.3905184175495508,0.0,64542.5,1
2026-07-15,1.8612808961085225,0.43690555919270113,0.49657219719349766,0.0,64202.0,1
2026-07-16,0.2809825060418499,-0.36657309572504826,0.518136212999952,0.0,62777.5,1
2026-07-17,1.2715052439937917,0.1385023190886686,0.5253164369543147,0.0,63984.0,1
2026-07-18,0.8005440692432344,-0.016600666509581585,0.42662069213242704,0.0,64695.5,1
2026-07-19,1.869883426577593,0.5289257567059453,0.40927162446664367,0.0,64225.5,1
2026-07-20,1.3180215070474377,0.19924319877770952,0.4622478658727402,0.0,66174.5,1
2026-07-21,1.4783208159624555,0.29593960884726955,0.4549110568736606,0.0,65830.5,1
2026-07-22,2.463005528089061,0.8170501147105782,0.4204343051171833,0.0,65417.5,1
2026-07-23,1.4698371633425442,0.23375531648038894,0.5076712737302319,0.0,65451.0,1
2026-07-24,2.1839842087608976,0.6960639573328223,0.4248517414448679,0.0,63939.5,1
2026-07-25,1.414174948137784,0.18970603261248675,0.522160342702453,0.0,64319.0,1
2026-07-26,2.211707651175644,0.5964705285881234,0.5124432436572105,0.0,65204.0,1
2026-07-27,0.8747081458605545,0.04234343960943798,0.4170508916661723,0.0,63435.5,1
2026-07-28,2.386332638664504,0.6825229815157468,0.5182544174801815,0.0,64500.0,1
2026-07-29,1.400416145882585,0.38242781571120615,0.34809515790646933,0.0,63951.0,1
2026-07-30,2.4215039538610013,0.8181746230291035,0.4221823965155219,0.0,63888.0,1
2026-07-31,1.818906339685408,0.5404461603084811,0.3849081998238264,0.0,62996.0,1
2026-08-01,0.8312607133167882,0.08567584154282884,0.34420812363849834,-0.7876278705061228,63436.0,2
2026-08-02,1.3061157864177677,0.31389458751029353,0.34722450320528586,-1.6033922025405007,62552.5,2
2026-08-03,0.8440527310206057,0.0980901738272521,0.34148814490412727,-0.7423549069521951,63650.0,2
2026-08-04,1.4780051522770774,0.40210426671118116,0.3387649977352142,-2.1543327814471884,64125.5,2
2026-08-05,0.9683805639000316,0.11355742533870644,0.38176537579897035,-1.3840574229058173,64773.0,2
2026-08-06,1.4016041458530706,0.330107167073291,0.37458961227419363,-2.680558650644173,64263.5,2
2026-08-07,1.4396065756275005,0.35795486142905797,0.3754504460994993,-1.9574140652724503,64931.5,2
2026-08-08,0.664532923519066,-0.038685971771351385,0.3823029586436394,-0.3992339665780559,64769.0,2
2026-08-09,1.0998585790227797,0.17526466252819753,0.37715167431272145,-1.9259847124005605,65164.5,2
2026-08-10,1.3454703393071805,0.28746584576869083,0.3856641094107153,-2.1806608962148517,64022.0,2
2026-08-11,0.8928595056272949,0.08610308589738216,0.3815595316187189,-1.2874418233222371,63804.0,2
2026-08-12,0.13832208930064452,-0.29587383686174007,0.3866995830342131,0.2756889189150324,63818.5,2
2026-08-13,0.791072875705355,0.029638049908626174,0.3794455400280256,-1.0125239622886026,62852.0,2
2026-08-14,0.940213615924332,0.10591230115541664,0.3801634560288006,-0.20881203124899173,62996.5,2
2026-08-15,1.218498344059992,0.24605183540321526,0.37933638524743196,-1.7277224652837493,62997.5,2
2026-08-16,1.3645725012245116,0.32566460624107696,0.373835812820976,-2.114740414549243,63481.5,2
2026-08-17,1.282159666624308,0.2525727562230789,0.3909495950921229,-1.5064595980628765,64147.5,2
2026-08-18,0.8216698295412562,0.0263894865604809,0.38881110330009366,-0.5162016442215911,64265.0,2
2026-08-19,1.0459648753630009,0.15097061022432717,0.3930847797991429,-1.480324050949735,69800.0,2
2026-08-20,1.6203658286143243,0.4201554103453712,0.3944336708514693,-2.5127215684546726,76311.0,2
2026-08-21,0.9580956049700298,0.08183255292372067,0.40174937271392563,-1.3281419005919006,77321.0,2
2026-08-22,1.5073282845980387,0.3637617687217717,0.3904241973169894,-2.2480637696041317,76032.5,2
2026-08-23,0.9523086577302358,0.0807396417521378,0.4000114516951923,-1.3211051440452017,77318.0,2
2026-08-24,1.422528485059977,0.32983833078198377,0.3913515043059247,-2.2423901864847564,79704.0,2
2026-08-25,0.9792079458876335,0.08791445809939319,0.41512776123358563,-1.8981437813642552,78932.5,2
2026-08-26,1.0705812667631902,0.13820652887232776,0.3985976161217122,-1.5970635288292805,79100.0,2
2026-08-27,0.723841361969358,-0.02816467388350774,0.3999159036811738,-0.7205700819034669,79671.0,2
2026-08-28,0.5203696347209239,-0.13869495220641298,0.4086159892591872,-0.5957585995731061,77639.0,2
2026-08-29,0.8291078065326576,0.08975257022134707,0.3266976784871672,-0.4022378963013099,78135.5,3
2026-08-30,0.8345511327672285,0.09324488106710205,0.32713392276481384,-1.1049814739894033,78222.5,3
2026-08-31,1.1483193202593736,0.25003692221412116,0.33313526053323567,-2.37118559057681,78649.5,3
2026-09-01,0.9008769451247653,0.12334110881998679,0.33375366015413116,-1.6993092170901096,77465.5,3
