entry_date,exit_date,expiry,entry_rr,exit_rr,hold_days,net_return_pct,delta_pnl,gamma_pnl,vega_pnl,theta_pnl
2026-08-05,2026-08-06,2026-09-25,-0.0718304388511837,-0.0013393137714942,1,-4.53019418603857,-1.6612798830326259,0.02203694976926894,1.5923216719164774,-1.033808360615346
2026-08-11,2026-08-12,2026-09-25,-0.0539756706023152,-0.008931449715466,1,-4.509657616665363,0.7831880728899082,0.006300288511968516,-0.6379377098617134,-1.0233291742140351
2026-08-16,2026-08-17,2026-09-25,-0.074484532073648,-0.0347497940453612,1,-8.833679815443455,-0.91948205002133,0.006887295277176083,-0.8940813134198113,-1.1487224696804483
2026-09-05,2026-09-06,2026-11-27,-0.0322258038608069,0.0028088505077592,1,9.096082394120568,-1.9806979399621043,0.01751845267010195,11.595568667311635,-1.162167558461488
2026-09-10,2026-09-11,2026-09-25,-0.0591382632172111,0.0186148637628136,1,-3.328085645963494,14.33968761723468,2.150664349497033,-1.1628957659083,-2.5763937146974563
2026-09-13,2026-09-14,2026-10-02,-0.0345271643070703,0.1565096849976249,1,21.474849450548643,-10.301974900571972,1.1439501896147266,2.166249726985609,-2.300843430633375
