entry_date,exit_date,entry_price,exit_price,entry_rr,exit_rr,hold_days,gross_return_pct,net_return_pct,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,exit_reason
2026-08-11,2026-08-14,1020.864,1196.9334999999999,-0.0348335278013614,-0.009204352460553844,3,17.2471063726412,15.247106372641198,-193.1648619519626,13.15846170633721,26.120880358690393,-79.53144350867183,TIME_EXIT
2026-09-01,2026-09-02,968.31875,931.596,-0.04256915814623563,0.019397324979481212,1,-3.7924237241094443,-5.792423724109444,40.34229275556616,0.6126920345594319,-30.868081672890824,-46.27583891331354,RR_REVERT
2026-09-08,2026-09-09,1030.952,976.04375,-0.026214536403024402,0.02436705000775996,1,-5.325975409136405,-7.325975409136405,-321.0132085663893,36.04109417179833,97.95710792251843,-64.71178236520896,RR_REVERT
