fold,entry_date,exit_date,expiry,dte_at_entry,entry_price,exit_price,entry_rr,exit_rr,hold_days,net_return_pct,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,cum_return,peak,dd
60,2026-09-01,2026-09-02,2026-09-25,24.0,968.31875,931.596,-0.0425691581462356,0.0193973249794812,1,-5.792423724109444,40.34229275556616,0.6126920345594319,-30.868081672890824,-46.27583891331354,-5.792423724109444,-5.792423724109444,0.0
60,2026-09-13,2026-09-14,2026-09-25,12.0,817.5195000000001,769.035,-0.05766851361883,0.0349820890000329,1,-7.930684222211229,-264.6815901761429,30.95040666906176,290.6116014124444,-68.91234594867265,-13.723107946320674,-5.792423724109444,-7.93068422221123
