entry_date,exit_date,expiry,dte_at_entry,entry_price,exit_price,entry_rr_25,exit_rr_25,hold_days,gross_return_pct,net_return_pct,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,month
2026-07-08,2026-07-09,2026-09-25,79.0,1354.0592499999998,1598.9625,-0.09105201262017559,-0.03652403208659705,1,18.086597761508617,16.086597761508617,232.1173260768534,14.032918346936125,19.433098092511695,-20.611494805950237,2026-07
2026-08-01,2026-08-04,2026-09-25,55.0,1110.13,1282.51,-0.042575138660436274,-0.010525688235084152,3,15.5279111455415,13.527911145541502,167.76132657280266,9.063648610962893,68.74874066149741,-70.15956731209336,2026-08
2026-08-11,2026-08-18,2026-09-25,45.0,1020.864,835.4449999999999,-0.0348335278013614,-0.026295571554063257,7,-18.16294824775877,-20.16294824775877,110.27740106483562,4.288662888044536,-111.95709133640624,-185.57336818690092,2026-08
2026-08-12,2026-08-14,2026-09-25,44.0,1021.096,1196.9334999999999,-0.0411189322691381,-0.009204352460553844,2,17.220467027586032,15.220467027586032,-196.82778340348767,13.658058204882748,2.4085096876635026,-54.193954760731586,2026-08
2026-08-16,2026-08-18,2026-10-30,75.0,1333.1115,1413.83,-0.048533998748539364,-0.0012082160546996734,2,6.054894883136178,4.054894883136178,188.22268647864522,9.383742352406086,128.6902754428173,-42.192668124173494,2026-08
2026-09-01,2026-09-02,2026-09-25,24.0,968.31875,931.596,-0.04256915814623563,0.019397324979481212,1,-3.7924237241094443,-5.792423724109444,40.34229275556616,0.6126920345594319,-30.868081672890824,-46.27583891331354,2026-09
2026-09-08,2026-09-09,2026-09-25,17.0,1030.952,976.04375,-0.026214536403024402,0.02436705000775996,1,-5.325975409136405,-7.325975409136405,-321.0132085663893,36.04109417179833,97.95710792251843,-64.71178236520896,2026-09
