fold,entry_date,exit_date,expiry,dte_at_entry,entry_price,exit_price,entry_rr,exit_rr,hold_days,net_return_pct,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,cum_return,peak,dd
60,2026-09-10,2026-09-11,2026-09-25,15.0,34.5422,34.08345,-0.0591382632172111,0.0186148637628136,1,-3.328085645963494,14.33968761723468,2.150664349497033,-1.1628957659083,-2.5763937146974563,-3.328085645963494,-3.328085645963494,0.0
